"","mso_calc_type","region","season.annual.avg_loss","season.annual.beekeepers","season.annual.colonies","season.annual.exclusive_beekeepers","season.annual.exclusive_colonies","season.annual.operation.backyard","season.annual.operation.commercial","season.annual.operation.sideline","season.annual.total_loss","season.summer.avg_loss","season.summer.beekeepers","season.summer.colonies","season.summer.exclusive_beekeepers","season.summer.exclusive_colonies","season.summer.operation.backyard","season.summer.operation.commercial","season.summer.operation.sideline","season.summer.total_loss","season.winter.avg_loss","season.winter.beekeepers","season.winter.colonies","season.winter.exclusive_beekeepers","season.winter.exclusive_colonies","season.winter.operation.backyard","season.winter.operation.commercial","season.winter.operation.sideline","season.winter.total_loss","state","year"
"895","MSO out","North East",    62.37,    28.00,   305.00,   100.00,   100.00,    27.00,     0.00,     1.00,    35.36,    14.23,    29.00,   312.00,   100.00,   100.00,    28.00,     0.00,     1.00,    13.16,    55.80,    82.00,   878.00,   100.00,   100.00,    79.00,     0.00,     3.00,    31.46,"New Hampshire","2010/11"
"896","MSO out","North East",    26.74,    36.00,   168.00,   100.00,   100.00,    35.00,     0.00,     1.00,    28.10,    17.27,    38.00,   171.00,   100.00,   100.00,    37.00,     0.00,     1.00,    11.15,    31.57,    99.00,   623.00,   100.00,   100.00,    96.00,     0.00,     3.00,    33.76,"New Jersey","2010/11"
"897","MSO out","South West",    16.11,     9.00,    17.00,   100.00,   100.00,     9.00,     0.00,     0.00,    10.34,    12.50,    10.00,    18.00,   100.00,   100.00,    10.00,     0.00,     0.00,     9.68,    19.86,    23.00,   183.00,   100.00,   100.00,    22.00,     0.00,     1.00,    12.02,"New Mexico","2010/11"
"898","MSO out","North East",    55.01,    68.00,   414.00,   100.00,   100.00,    67.00,     0.00,     1.00,    49.21,    10.31,    68.00,   414.00,   100.00,   100.00,    67.00,     0.00,     1.00,    13.17,    44.14,   200.00,  2101.00,   100.00,   100.00,   194.00,     0.00,     6.00,    37.68,"New York","2010/11"
"899","MSO out","South East",    29.47,   280.00,  2064.00,   100.00,   100.00,   276.00,     0.00,     4.00,    41.99,    12.51,   286.00,  2094.00,   100.00,   100.00,   282.00,     0.00,     4.00,    26.40,    25.71,   593.00,  5609.00,   100.00,   100.00,   584.00,     2.00,     7.00,    23.86,"North Carolina","2010/11"
"900","MSO out","Northern Rockies and Plains",    40.00,     5.00,     8.00,   100.00,   100.00,     5.00,     0.00,     0.00,    57.14,     0.00,     5.00,     8.00,   100.00,   100.00,     5.00,     0.00,     0.00,     0.00,    55.73,     8.00,   512.00,   100.00,   100.00,     7.00,     0.00,     1.00,    69.27,"North Dakota","2010/11"
"901","MSO out","Ohio Valley",    37.51,   110.00,   424.00,   100.00,   100.00,   110.00,     0.00,     0.00,    39.79,     7.42,   112.00,   431.00,   100.00,   100.00,   112.00,     0.00,     0.00,     8.05,    38.39,   241.00,  1576.00,   100.00,   100.00,   239.00,     0.00,     2.00,    42.54,"Ohio","2010/11"
"902","MSO out","South",    34.38,    12.00,   306.00,   100.00,   100.00,    10.00,     0.00,     2.00,    32.32,    12.18,    12.00,   306.00,   100.00,   100.00,    10.00,     0.00,     2.00,     2.18,    30.83,    29.00,   616.00,   100.00,   100.00,    26.00,     0.00,     3.00,    16.65,"Oklahoma","2010/11"
"903","MSO out","North West",    31.55,    67.00,   266.00,   100.00,   100.00,    67.00,     0.00,     0.00,    37.92,     8.91,    68.00,   269.00,   100.00,   100.00,    68.00,     0.00,     0.00,    14.00,    30.73,   164.00,  1150.00,   100.00,   100.00,   163.00,     0.00,     1.00,    26.08,"Oregon","2010/11"
"904","MSO out","North East",    50.51,   201.00,  1512.00,   100.00,   100.00,   194.00,     0.00,     7.00,    48.79,     9.65,   201.00,  1512.00,   100.00,   100.00,   194.00,     0.00,     7.00,    13.79,    48.96,   423.00,  3770.00,   100.00,   100.00,   413.00,     0.00,    10.00,    46.28,"Pennsylvania","2010/11"
"905","MSO out","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2010/11"
"906","MSO out","North East",    52.48,    24.00,    81.00,   100.00,   100.00,    24.00,     0.00,     0.00,    49.07,     8.52,    24.00,    81.00,   100.00,   100.00,    24.00,     0.00,     0.00,     8.33,    46.78,    63.00,   202.00,   100.00,   100.00,    63.00,     0.00,     0.00,    49.53,"Rhode Island","2010/11"
"907","MSO out","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","2016/17"
"908","MSO out","N/A",    44.79,   126.00,215518.00,     0.00,     0.00,    53.00,    52.00,    21.00,    31.77,    21.72,   131.00,219735.00,     0.00,     0.00,    56.00,    54.00,    21.00,    18.50,    34.41,   139.00,261997.00,     0.00,     0.00,    60.00,    56.00,    23.00,    18.77,"MultiStateOperation","2016/17"
"909","MSO out","South East",    30.39,    37.00,   221.00,   100.00,   100.00,    37.00,     0.00,     0.00,    35.34,    15.59,    37.00,   221.00,   100.00,   100.00,    37.00,     0.00,     0.00,    18.84,    16.98,    73.00,   588.00,   100.00,   100.00,    72.00,     0.00,     1.00,    19.70,"South Carolina","2010/11"
"910","MSO out","Northern Rockies and Plains",    30.57,     5.00,    33.00,   100.00,   100.00,     5.00,     0.00,     0.00,    78.05,     0.00,     5.00,    33.00,   100.00,   100.00,     5.00,     0.00,     0.00,     0.00,    20.74,    14.00,    80.00,   100.00,   100.00,    14.00,     0.00,     0.00,    66.67,"South Dakota","2010/11"
"911","MSO out","Ohio Valley",    30.48,    39.00,   214.00,   100.00,   100.00,    39.00,     0.00,     0.00,    26.97,    12.49,    41.00,   217.00,   100.00,   100.00,    41.00,     0.00,     0.00,    11.84,    21.37,    85.00,   576.00,   100.00,   100.00,    84.00,     0.00,     1.00,    18.46,"Tennessee","2010/11"
"912","MSO out","South",    16.54,    28.00,   772.00,   100.00,   100.00,    26.00,     1.00,     1.00,    39.95,     5.75,    28.00,   772.00,   100.00,   100.00,    26.00,     1.00,     1.00,     6.79,    19.99,    64.00,  1575.00,   100.00,   100.00,    61.00,     1.00,     2.00,    33.31,"Texas","2010/11"
"913","MSO out","South West",    33.69,    44.00,   154.00,   100.00,   100.00,    44.00,     0.00,     0.00,    35.87,     7.06,    44.00,   154.00,   100.00,   100.00,    44.00,     0.00,     0.00,     9.96,    33.16,   115.00,  2370.00,   100.00,   100.00,   113.00,     1.00,     1.00,    19.67,"Utah","2010/11"
"914","MSO out","North East",    41.20,    31.00,   149.00,   100.00,   100.00,    31.00,     0.00,     0.00,    44.28,     4.75,    31.00,   149.00,   100.00,   100.00,    31.00,     0.00,     0.00,     4.25,    40.26,   114.00,  1462.00,   100.00,   100.00,   112.00,     1.00,     1.00,    24.65,"Vermont","2010/11"
"915","MSO out","South East",    34.16,   167.00,   760.00,   100.00,   100.00,   166.00,     0.00,     1.00,    40.86,    10.70,   172.00,   773.00,   100.00,   100.00,   171.00,     0.00,     1.00,    13.07,    33.72,   389.00,  2429.00,   100.00,   100.00,   383.00,     0.00,     6.00,    34.53,"Virginia","2010/11"
"916","MSO out","North West",    38.05,    61.00,   340.00,   100.00,   100.00,    58.00,     0.00,     3.00,    36.03,     9.85,    62.00,   341.00,   100.00,   100.00,    59.00,     0.00,     3.00,    11.77,    43.06,   142.00,  1415.00,   100.00,   100.00,   137.00,     0.00,     5.00,    40.68,"Washington","2010/11"
"917","MSO out","Ohio Valley",    36.88,    23.00,    94.00,   100.00,   100.00,    23.00,     0.00,     0.00,    41.25,     4.07,    23.00,    94.00,   100.00,   100.00,    23.00,     0.00,     0.00,     5.92,    46.03,    51.00,   478.00,   100.00,   100.00,    49.00,     0.00,     2.00,    53.17,"West Virginia","2010/11"
"918","MSO out","Upper Mid West",    52.74,    46.00,   529.00,   100.00,   100.00,    45.00,     0.00,     1.00,    41.84,    14.63,    46.00,   529.00,   100.00,   100.00,    45.00,     0.00,     1.00,    16.24,    58.33,   121.00,  2814.00,   100.00,   100.00,   116.00,     1.00,     4.00,    66.77,"Wisconsin","2010/11"
"919","MSO out","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    31.23,     7.00,  3477.00,   100.00,   100.00,     6.00,     1.00,     0.00,    18.57,"Wyoming","2010/11"
"920","MSO out","South East",    17.06,    24.00,   387.00,   100.00,   100.00,    23.00,     0.00,     1.00,    26.80,     8.43,    26.00,   398.00,   100.00,   100.00,    25.00,     0.00,     1.00,    24.52,    13.99,    38.00,   531.00,   100.00,   100.00,    36.00,     0.00,     2.00,     7.92,"Alabama","2011/12"
"921","MSO out","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","2011/12"
"922","MSO out","South West",    18.33,     5.00,   130.00,   100.00,   100.00,     4.00,     0.00,     1.00,    31.55,     0.00,     5.00,   130.00,   100.00,   100.00,     4.00,     0.00,     1.00,     0.00,    25.28,     6.00,   216.00,   100.00,   100.00,     5.00,     0.00,     1.00,    36.04,"Arizona","2011/12"
"923","MSO out","South",    39.96,    24.00,   208.00,   100.00,   100.00,    23.00,     0.00,     1.00,    38.30,    12.52,    24.00,   208.00,   100.00,   100.00,    23.00,     0.00,     1.00,    14.60,    27.47,    40.00,   321.00,   100.00,   100.00,    39.00,     0.00,     1.00,    24.19,"Arkansas","2011/12"
"924","MSO only","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Carolina","2007/08"
"925","MSO out","West",    37.96,   154.00, 33265.00,   100.00,   100.00,   138.00,     8.00,     8.00,    21.38,    11.46,   155.00, 33266.00,   100.00,   100.00,   139.00,     8.00,     8.00,    12.67,    31.30,   257.00, 49252.00,   100.00,   100.00,   234.00,    11.00,    12.00,    16.30,"California","2011/12"
"926","MSO out","South West",    47.08,    68.00,   419.00,   100.00,   100.00,    66.00,     0.00,     2.00,    43.91,    13.66,    69.00,   420.00,   100.00,   100.00,    67.00,     0.00,     2.00,    18.21,    39.39,   127.00,   957.00,   100.00,   100.00,   124.00,     0.00,     3.00,    36.06,"Colorado","2011/12"
"927","MSO out","North East",    30.30,    27.00,   102.00,   100.00,   100.00,    27.00,     0.00,     0.00,    35.29,     6.73,    27.00,   102.00,   100.00,   100.00,    27.00,     0.00,     0.00,     6.98,    36.71,    55.00,   498.00,   100.00,   100.00,    54.00,     0.00,     1.00,    28.52,"Connecticut","2011/12"
"928","MSO out","North East",    19.40,     5.00,  1266.00,   100.00,   100.00,     4.00,     1.00,     0.00,    85.35,    10.81,     5.00,  1266.00,   100.00,   100.00,     4.00,     1.00,     0.00,    53.30,    11.94,    10.00,  2884.00,   100.00,   100.00,     8.00,     2.00,     0.00,    24.38,"District of Columbia","2011/12"
"929","MSO out","North East",    28.21,    18.00,   110.00,   100.00,   100.00,    17.00,     0.00,     1.00,    34.36,    11.57,    18.00,   110.00,   100.00,   100.00,    17.00,     0.00,     1.00,     9.80,    28.55,    26.00,   205.00,   100.00,   100.00,    25.00,     0.00,     1.00,    29.61,"Delaware","2011/12"
"930","MSO out","South East",    25.36,    69.00,  3449.00,   100.00,   100.00,    64.00,     2.00,     3.00,    25.52,    14.34,    72.00,  3477.00,   100.00,   100.00,    67.00,     2.00,     3.00,    17.47,    22.08,    96.00, 11173.00,   100.00,   100.00,    85.00,     4.00,     7.00,    20.81,"Florida","2011/12"
"931","MSO out","South East",    28.11,    90.00,   750.00,   100.00,   100.00,    88.00,     0.00,     2.00,    33.74,    12.64,    91.00,   751.00,   100.00,   100.00,    89.00,     0.00,     2.00,    12.09,    21.86,   139.00,  1519.00,   100.00,   100.00,   136.00,     0.00,     3.00,    22.14,"Georgia","2011/12"
"932","MSO out","Noncontiguous",    33.99,    20.00, 11097.00,   100.00,   100.00,    15.00,     3.00,     2.00,    20.41,    17.08,    20.00, 11097.00,   100.00,   100.00,    15.00,     3.00,     2.00,    18.21,    23.46,    29.00,  9903.00,   100.00,   100.00,    24.00,     3.00,     2.00,     5.50,"Hawaii","2011/12"
"933","MSO out","North West",    33.71,    18.00,    73.00,   100.00,   100.00,    18.00,     0.00,     0.00,    31.03,     9.65,    18.00,    73.00,   100.00,   100.00,    18.00,     0.00,     0.00,    10.49,    36.38,    38.00,  6921.00,   100.00,   100.00,    37.00,     1.00,     0.00,    12.54,"Idaho","2011/12"
"934","MSO out","Ohio Valley",    37.94,    53.00,   320.00,   100.00,   100.00,    52.00,     0.00,     1.00,    46.10,    11.25,    53.00,   320.00,   100.00,   100.00,    52.00,     0.00,     1.00,    19.42,    28.86,    91.00,   726.00,   100.00,   100.00,    90.00,     0.00,     1.00,    33.93,"Illinois","2011/12"
"935","MSO out","Ohio Valley",    23.65,    59.00,   405.00,   100.00,   100.00,    57.00,     0.00,     2.00,    19.16,     7.80,    59.00,   405.00,   100.00,   100.00,    57.00,     0.00,     2.00,     6.37,    21.17,    85.00,   794.00,   100.00,   100.00,    83.00,     0.00,     2.00,    16.71,"Indiana","2011/12"
"936","MSO out","Upper Mid West",    19.83,    23.00,   171.00,   100.00,   100.00,    22.00,     0.00,     1.00,    25.21,     8.79,    23.00,   171.00,   100.00,   100.00,    22.00,     0.00,     1.00,    10.51,    13.86,    38.00,  1170.00,   100.00,   100.00,    34.00,     1.00,     3.00,    36.33,"Iowa","2011/12"
"937","MSO out","South",    23.29,    13.00,   154.00,   100.00,   100.00,    12.00,     0.00,     1.00,    28.11,     5.47,    13.00,   154.00,   100.00,   100.00,    12.00,     0.00,     1.00,     7.52,    21.40,    21.00,   249.00,   100.00,   100.00,    20.00,     0.00,     1.00,    24.64,"Kansas","2011/12"
"938","MSO out","Ohio Valley",    31.82,    29.00,   361.00,   100.00,   100.00,    27.00,     0.00,     2.00,    37.32,     9.42,    29.00,   361.00,   100.00,   100.00,    27.00,     0.00,     2.00,     8.21,    26.13,    45.00,   655.00,   100.00,   100.00,    43.00,     0.00,     2.00,    32.23,"Kentucky","2011/12"
"939","MSO out","South",    43.09,    14.00,   891.00,   100.00,   100.00,    12.00,     0.00,     2.00,    50.33,    22.48,    14.00,   891.00,   100.00,   100.00,    12.00,     0.00,     2.00,    54.27,    18.97,    23.00,  2514.00,   100.00,   100.00,    20.00,     1.00,     2.00,     9.72,"Louisiana","2011/12"
"940","MSO out","North East",    19.80,    71.00,   459.00,   100.00,   100.00,    67.00,     0.00,     4.00,    21.85,     9.74,    71.00,   459.00,   100.00,   100.00,    67.00,     0.00,     4.00,    12.46,    13.34,   132.00,   978.00,   100.00,   100.00,   128.00,     0.00,     4.00,    11.55,"Maine","2011/12"
"941","MSO out","North East",    26.79,   199.00,   760.00,   100.00,   100.00,   198.00,     0.00,     1.00,    32.07,    12.20,   202.00,  1032.00,   100.00,   100.00,   200.00,     0.00,     2.00,    18.99,    18.11,   328.00,  1574.00,   100.00,   100.00,   326.00,     0.00,     2.00,    22.81,"Maryland","2011/12"
"942","MSO out","North East",    35.36,   123.00,   451.00,   100.00,   100.00,   121.00,     0.00,     2.00,    39.65,     9.71,   123.00,   451.00,   100.00,   100.00,   121.00,     0.00,     2.00,    10.49,    30.44,   213.00,  2030.00,   100.00,   100.00,   209.00,     1.00,     3.00,    22.82,"Massachusetts","2011/12"
"943","MSO out","Upper Mid West",    34.77,   116.00,  1003.00,   100.00,   100.00,   109.00,     0.00,     7.00,    36.92,     8.37,   116.00,  1003.00,   100.00,   100.00,   109.00,     0.00,     7.00,     9.89,    28.82,   233.00,  3548.00,   100.00,   100.00,   221.00,     0.00,    12.00,    25.59,"Michigan","2011/12"
"944","MSO out","Upper Mid West",    43.13,    32.00,   375.00,   100.00,   100.00,    31.00,     0.00,     1.00,    37.72,    14.52,    32.00,   375.00,   100.00,   100.00,    31.00,     0.00,     1.00,    13.34,    43.35,    62.00,   742.00,   100.00,   100.00,    61.00,     0.00,     1.00,    31.61,"Minnesota","2011/12"
"945","MSO only","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","2007/08"
"946","MSO only","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    29.76,    43.00,202865.00,     0.00,     0.00,     0.00,    40.00,     3.00,    31.16,"MultiStateOperation","2007/08"
"947","MSO out","South",    18.85,     5.00,    33.00,   100.00,   100.00,     5.00,     0.00,     0.00,    21.28,     4.21,     5.00,    33.00,   100.00,   100.00,     5.00,     0.00,     0.00,     8.89,     9.94,    11.00,    90.00,   100.00,   100.00,    11.00,     0.00,     0.00,     7.37,"Mississippi","2011/12"
"948","MSO out","Ohio Valley",    17.06,    54.00,   315.00,   100.00,   100.00,    51.00,     0.00,     3.00,    21.48,     7.04,    55.00,   316.00,   100.00,   100.00,    52.00,     0.00,     3.00,     7.60,    14.35,    95.00,  1261.00,   100.00,   100.00,    87.00,     0.00,     8.00,    11.61,"Missouri","2011/12"
"949","MSO out","Northern Rockies and Plains",    26.52,    10.00,  1091.00,   100.00,   100.00,     9.00,     1.00,     0.00,    19.94,     7.43,    10.00,  1091.00,   100.00,   100.00,     9.00,     1.00,     0.00,     0.26,    11.58,    27.00,  1207.00,   100.00,   100.00,    26.00,     1.00,     0.00,    19.48,"Montana","2011/12"
"950","MSO out","Northern Rockies and Plains",    47.00,     5.00,    14.00,   100.00,   100.00,     5.00,     0.00,     0.00,    41.94,    11.67,     5.00,    14.00,   100.00,   100.00,     5.00,     0.00,     0.00,    12.90,    41.88,     8.00,    38.00,   100.00,   100.00,     8.00,     0.00,     0.00,    36.84,"Nebraska","2011/12"
"951","MSO out","West",    35.38,     8.00,    52.00,   100.00,   100.00,     8.00,     0.00,     0.00,    29.85,     8.50,     8.00,    52.00,   100.00,   100.00,     8.00,     0.00,     0.00,     9.09,    36.95,    14.00,    67.00,   100.00,   100.00,    14.00,     0.00,     0.00,    26.47,"Nevada","2011/12"
"952","MSO out","North East",    27.61,    30.00,   299.00,   100.00,   100.00,    29.00,     0.00,     1.00,    29.41,    15.79,    30.00,   299.00,   100.00,   100.00,    29.00,     0.00,     1.00,    18.63,    17.58,    58.00,   716.00,   100.00,   100.00,    56.00,     0.00,     2.00,    17.43,"New Hampshire","2011/12"
"953","MSO out","North East",    22.95,    40.00,   340.00,   100.00,   100.00,    38.00,     0.00,     2.00,    22.05,    10.91,    40.00,   340.00,   100.00,   100.00,    38.00,     0.00,     2.00,    16.60,    15.43,    63.00,   554.00,   100.00,   100.00,    61.00,     0.00,     2.00,    11.55,"New Jersey","2011/12"
"954","MSO out","South West",    21.56,    10.00,   168.00,   100.00,   100.00,     9.00,     0.00,     1.00,    37.61,     4.60,    10.00,   168.00,   100.00,   100.00,     9.00,     0.00,     1.00,     4.76,    22.80,    14.00,   214.00,   100.00,   100.00,    13.00,     0.00,     1.00,    36.24,"New Mexico","2011/12"
"955","MSO out","North East",    32.46,   114.00,  1079.00,   100.00,   100.00,   108.00,     0.00,     6.00,    30.37,    10.62,   114.00,  1079.00,   100.00,   100.00,   108.00,     0.00,     6.00,    13.01,    26.05,   177.00,  2324.00,   100.00,   100.00,   170.00,     0.00,     7.00,    20.59,"New York","2011/12"
"956","MSO out","South East",    27.92,   265.00,  1484.00,   100.00,   100.00,   264.00,     0.00,     1.00,    31.59,    12.23,   268.00,  1492.00,   100.00,   100.00,   267.00,     0.00,     1.00,    15.63,    20.99,   422.00,  3210.00,   100.00,   100.00,   417.00,     0.00,     5.00,    21.06,"North Carolina","2011/12"
"957","MSO out","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Dakota","2011/12"
"958","MSO out","Ohio Valley",    29.91,   143.00,  1445.00,   100.00,   100.00,   137.00,     1.00,     5.00,    40.68,     6.57,   145.00,  1465.00,   100.00,   100.00,   139.00,     1.00,     5.00,    10.69,    27.93,   227.00,  3279.00,   100.00,   100.00,   220.00,     1.00,     6.00,    33.30,"Ohio","2011/12"
"959","MSO out","South",    43.68,    19.00,   106.00,   100.00,   100.00,    19.00,     0.00,     0.00,    37.89,    20.14,    19.00,   106.00,   100.00,   100.00,    19.00,     0.00,     0.00,    20.38,    20.63,    28.00,   158.00,   100.00,   100.00,    28.00,     0.00,     0.00,    19.28,"Oklahoma","2011/12"
"960","MSO out","North West",    41.67,    72.00,  3186.00,   100.00,   100.00,    70.00,     1.00,     1.00,    32.17,     7.88,    72.00,  3186.00,   100.00,   100.00,    70.00,     1.00,     1.00,     8.94,    37.65,   132.00,  7136.00,   100.00,   100.00,   124.00,     2.00,     6.00,    25.35,"Oregon","2011/12"
"961","MSO out","North East",    30.52,   382.00,  2496.00,   100.00,   100.00,   368.00,     0.00,    14.00,    35.89,     8.12,   383.00,  2498.00,   100.00,   100.00,   369.00,     0.00,    14.00,    13.68,    28.47,   682.00,  4865.00,   100.00,   100.00,   666.00,     0.00,    16.00,    28.43,"Pennsylvania","2011/12"
"962","MSO out","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2011/12"
"963","MSO out","North East",    19.42,    18.00,    56.00,   100.00,   100.00,    18.00,     0.00,     0.00,    18.60,     7.33,    18.00,    56.00,   100.00,   100.00,    18.00,     0.00,     0.00,     7.06,    18.34,    30.00,   149.00,   100.00,   100.00,    30.00,     0.00,     0.00,    13.16,"Rhode Island","2011/12"
"964","MSO out","South East",    34.23,    58.00,   445.00,   100.00,   100.00,    57.00,     0.00,     1.00,    33.03,    16.91,    60.00,   467.00,   100.00,   100.00,    59.00,     0.00,     1.00,    16.37,    22.87,    82.00,   793.00,   100.00,   100.00,    80.00,     0.00,     2.00,    25.70,"South Carolina","2011/12"
"965","MSO out","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    16.30,     5.00,    48.00,   100.00,   100.00,     5.00,     0.00,     0.00,    18.37,"South Dakota","2011/12"
"966","MSO out","Ohio Valley",    18.47,    68.00,   483.00,   100.00,   100.00,    65.00,     0.00,     3.00,    22.07,     8.56,    69.00,   485.00,   100.00,   100.00,    66.00,     0.00,     3.00,    12.99,    13.94,    97.00,  1047.00,   100.00,   100.00,    94.00,     0.00,     3.00,    14.04,"Tennessee","2011/12"
"967","MSO out","South",    29.11,    24.00,   488.00,   100.00,   100.00,    23.00,     0.00,     1.00,    45.83,    12.86,    25.00,  3688.00,   100.00,   100.00,    23.00,     1.00,     1.00,    46.93,    20.31,    44.00,   504.00,   100.00,   100.00,    43.00,     0.00,     1.00,    26.37,"Texas","2011/12"
"968","MSO out","South West",    55.15,    48.00,   183.00,   100.00,   100.00,    47.00,     0.00,     1.00,    46.19,    10.83,    48.00,   183.00,   100.00,   100.00,    47.00,     0.00,     1.00,    11.38,    45.88,    83.00,   484.00,   100.00,   100.00,    82.00,     0.00,     1.00,    39.53,"Utah","2011/12"
"969","MSO out","North East",    37.70,    47.00,   245.00,   100.00,   100.00,    46.00,     0.00,     1.00,    39.50,     6.83,    47.00,   245.00,   100.00,   100.00,    46.00,     0.00,     1.00,     7.83,    35.63,    85.00,   770.00,   100.00,   100.00,    82.00,     0.00,     3.00,    33.33,"Vermont","2011/12"
